word_a	word_b	rhyme
ravneunger	lunger	1
kveld	vell	1
krystall	fall	1
fanfarer	skarer	1
gården	uorden	1
rant	brant	1
nu	gru	1
nikker	fabrikker	1
birkerot	mot	1
kull	Hull	1
stund	lund	1
roret	ordet	1
matadorer	meteorer	1
spark	mark	1
sprekk	vekk	1
jord	hor	1
bier	melodier	1
kjær	begjær	1
befrier	draperier	1
jag	vingeslag	1
nød	død	1
neger	beger	1
snare	skare	1
skyter	flyter	1
sprog	Danebrog	1
merker	underverker	1
fare	vare	1
ovenover	sover	1
på	stå	1
fot	forlot	1
biler	piler	1
røk	strøk	1
stang	gang	1
penn	menn	1
slåpetornstrand	forstand	1
stener	mener	1
vendt	fryktbespent	1
ihu	gru	1
duer	skuer	1
bank	blank	1
lysorkan	aeroplan	1
sett	beredt	1
ring	omkring	1
strande	vande	1
tjene	ene	1
dynge	klynge	1
fedreland	mann	1
best	mest	1
despotiet	kompaniet	1
sunne	grunne	1
om	rom	1
sol	metropol	1
spaser	laser	1
strålebro	ro	1
kaste	faste	1
rennestenstøsen	løsen	1
mirakler	stakler	1
iver	driver	1
vred	fred	1
sivet	verdenslivet	1
tind	vind	1
hvit	slit	1
jorden	torden	1
måneskinn	vind	1
makt	avrustningspakt	1
ving	omkring	1
kimer	timer	1
ramp	kamp	1
brent	tent	1
samle	gamle	1
sal	smal	1
duger	ruger	1
tidevann	sand	1
klapp	omkapp	1
fader	skader	1
svane	vane	1
rygg	trygg	1
lister	frister	1
kopp	opp	1
inn	sin	1
blod	sjelebod	1
grått	blott	1
våte	måte	1
visste	triste	1
titt	blidt	1
let	plett	1
åket	verkstedbråket	1
runde	munne	1
lanser	skanser	1
leves	forgjeves	1
ombord	för	1
havet	begravet	1
bårer	tårer	1
id	nattetid	1
bratte	hatter	1
spenner	brenner	1
lamme	flamme	1
idealet	tale	1
glass	plass	1
lukt	smukt	1
Heide	greide	1
helsebot	mot	1
soldater	gater	1
skogene	slogene	1
sko	ro	1
rullestenslyd	fryd	1
smertensmare	skare	1
snegle-arten	farten	1
varme	forbarme	1
heien	Oskoreien	1
karmen	solevarmen	1
tvette	slette	1
trippen	klippen	1
skinn	vestenvind	1
tæret	næret	1
forsenkning	tenkning	1
kjell	fjell	1
vende	ende	1
ektere	forfektere	1
sør	før	1
helst	frelst	1
historiedønn	sønn	1
kjære	være	1
blade	stade	1
dåret	kåret	1
bønner	lønner	1
kjoler	symboler	1
pilgrimsferden	verden	1
buden	bruden	1
sak	tak	1
rett	ett	1
titt	skritt	1
tusen	brusen	1
an	mann	1
ve	kne	1
utvalgte	kalte	1
prater	pater	1
klær	her	1
tider	individer	1
vill	vil	1
gro	flo	1
Perge	bjerge	1
befrierverk	sterk	1
deg	aftenvei	1
igår	går	1
glede	askestedet	1
makt	nordlys-prakt	1
jammer	stammer	1
blind	inn	1
da	fra	1
offersted	med	1
mor	bror	1
nådde	skodde	1
regjerer	formerer	1
prakt	beskytte	1
stiller	skiller	1
bør	gjør	1
hat	satt	1
raker	flaker	1
beredt	kledt	1
bekjenner	vender	1
gått	godt	1
bedrift	gift	1
armen	våpenlarmen	1
fornemmer	glemmer	1
år	muregård	1
svak	bak	1
Korsfest	fest	1
sekker	rekker	1
dram	ham	1
mor	kor	1
rabber	krabber	1
betrengte	innestengte	1
sans	måneglans	1
lamme	stamme	1
høy	støy	1
..	minne	1
...	du	1
avgrunnsbro	bo	1
dødningbåren	tåren	1
fiskermann	kan	1
hall	skrall	1
Ølversønn	drønn	1
funnen	stunden	1
har	rar	1
tenner	sender	1
glede	tilstede	1
garn	skarn	1
lender	brenner	1
bøtes	møtes	1
forlis	is	1
først	tørst	1
sokneskare	klare	1
bever	vever	1
press	ness	1
by	sky	1
tvil	il	1
tilsist	gnist	1
rør	slør	1
vunder	under	1
fjær	hær	1
brudekrans	fargesans	1
hake	tilbake	1
sosialist	kommunist	1
lette	slette	1
sped	sæd	1
blussel	ussel	1
gruer	luer	1
sammen	alterflammen	1
byder	lyder	1
tale	prale	1
tang	gang	1
går	gård	1
Seimsberserker	slagsmålsmerker	1
eim	Hergisheim	1
trett	mett	1
sammen	gammen	1
nord	fjord	1
lundesalen	dalen	1
arbeidshvil	smil	1
belte	helter	1
hundeskinns-trøye	bøye	1
sange	fange	1
gøyeblikk	gikk	1
av	hav	1
tabernakler	stakler	1
utkåren	båren	1
silde	vilde	1
hånd	sånn	1
veie	eie	1
brenne	tenne	1
blomsterskudd	overskudd	1
slike	like	1
rinner	forsvinner	1
Å	må	1
skatter	latter	1
kyst	lyst	1
leskedrikk	blikk	1
krasst	fast	1
fiolin	fin	1
fletning	setning	1
ditinn	sinn	1
strenger	henger	1
svinger	ringer	1
Kattegat	admiral-fregatt	1
vrede	lede	1
ål	sommermål	1
pupiller	ilder	1
ting	ring	1
kvass	plass	1
rede	nede	1
øynene	døgnene	1
Januarsynet	brynet	1
mammonkult	alvorsfullt	1
hige	stige	1
tømmer	strømmer	1
brann	stand	1
bakken	blakken	1
spill	ild	1
bryggen	Nesoddryggen	1
bedøvet	støvet	1
holder	boller	1
slører	fører	1
mareritt	tidt	1
svøp	løp	1
ur	snur	1
trøndersk-hedemarkisk	uinnskrenkt-monarkisk	1
kogleri	harmoni	1
sendt	kjent	1
land	marøyesand	1
glødet	ødet	1
sagn	agn	1
morgenrøde	grøde	1
spille	milde	1
solgte	stolte	1
sprang	merkestang	1
blest	narrefest	1
forfløyne	øyne	1
trav	hav	1
spott	godt	1
tent	endt	1
tanker	vanker	1
hverdagsfenomen	mén	1
lønn	søstersønn	1
sjele	mæle	1
bønnen	sønnen	1
ille	forsilde	1
soler	violer	1
rognekjæret	Kariskjæret	1
ferdig	iherdig	1
stengsler	hengsler	1
gjester	kjøkemester	1
fortelle	trelle	1
svimmel	himmel	1
rører	fører	1
hviner	maskiner	1
strekk	sekk	1
gå	må	1
brutale	bale	1
hernede	tilstede	1
Bull	gull	1
stormer	former	1
på	slå	1
setter	jetter	1
kom	som	1
strider	lider	1
trøst	røst	1
dissonanser	lanser	1
Gud	nådebud	1
flytte	nytte	1
vinner	tinder	1
murstensgård	hård	1
strande	sanne	1
arbeidsbi	fri	1
stans	santkehans	1
savn	favn	1
far	skar	1
telen	sjelen	1
ved	beskjed	1
nykker	krykker	1
regn	hegn	1
gulv	ulv	1
skrift	gift	1
dømte	berømte	1
tyre	Dyre	1
formå	slå	1
inn	grind	1
trilleslag	tak	1
snar	var	1
rødt	møtt	1
rest	hest	1
skammen	flammen	1
beger	totenslæger	1
forgår	år	1
på	få	1
partiet	viet	1
Aten	sten	1
sikter	dikter	1
sne	skje	1
prammer	flammer	1
kaller	faller	1
slår	hår	1
nesen	vesen	1
står	forslår	1
fremtidssti	forbi	1
følge	dølge	1
folkehellet	fjellet	1
tanke-grunn	bunn	1
tilorde	borde	1
skjå	må	1
få	små	1
forstøtt	født	1
klagerøst	trøst	1
baste	faste	1
inn	sinn	1
bli	fri	1
skremmer	glemmer	1
der	heder	1
gjaldt	falt	1
rett	ætt	1
gren	sten	1
bliv	kiv	1
dem	ungdoms-hjem	1
knuser	buser	1
fiolen	kjolen	1
brutalt	betalt	1
drømme	strømme	1
dans	krans	1
fugl	smul	1
fot	rot	1
gå	stå	1
vane-gjengeri	i	1
med	skje	1
planer	aner	1
veltet	beltet	1
skjønn	brønn	1
glans	blomsterkrans	1
svar	skar	1
velte	smelte	1
mår	gård	1
på	skrå	1
faderskjød	død	1
beduinerhorder	hjorder	1
tier	parodier	1
grep	rep	1
fjed	vadested	1
...	jog	1
flekk	vekk	1
vel	bagatell	1
begrunnet	blundet	1
store	snore	1
årer	kårer	1
sild	vill	1
dusk	fjellmorbusk	1
kant	grant	1
verdien	allegorien	1
brus	tankesus	1
tiltross	oss	1
gått	brått	1
hen	igjen	1
tåler	stråler	1
derpå	forstå	1
fem	hjem	1
stemplet	templet	1
merk	verk	1
sti	dere	1
vegg	klegg	1
norm	storm	1
manifest	pest	1
mat	kamerat	1
sunde	grunne	1
styver	flyver	1
vunnet	funnet	1
skrevet	fordrevet	1
veg	ei	1
kulde	mulde	1
kall	fall	1
antennetråd	blå	1
natur	mur	1
tukt	smukt	1
tildøde	bløde	1
smilehull	tryllerull	1
slår	formår	1
løver	behøver	1
lang	engang	1
lilje	vilje	1
væte	hete	1
med	fred	1
jeg	deg	1
skyggen	hesteryggen	1
sko	blod	1
tinge	svinge	1
skatt	soldat	1
fjellene	kveldene	1
ekspeditrisen	prisen	1
rår	kår	1
stepper	silketepper	1
river	forbliver	1
mat	verdensstat	1
elv	selv	1
trolig	rolig	1
sminke	sinke	1
frakk	kolibri-snakk	1
behag	dag	1
samme	skamme	1
skam	slam	1
hær	fosforskjær	1
falle	kalle	1
rank	sank	1
makt	kontrakt	1
saler	galer	1
evne	nevne	1
hviner	ruiner	1
plaget	bedraget	1
trommen	velkommen	1
gi	forbi	1
piker	beriker	1
fager	klager	1
være	åndehære	1
skjell	vell	1
rett	trett	1
fold	gold	1
hjeller	teller	1
ikveld	vel	1
vender	brenner	1
deri	sympati	1
rykter	frykter	1
frekk	skrekk	1
hornmusikk	blikk	1
gjøglergevandt	drabant	1
hevner	revner	1
stjerner	verner	1
fletter	metter	1
drikke	skikke	1
stemme	fremme	1
skrik	svik	1
byen	kullstøvskyen	1
salighet	evighet	1
lengtes	senktes	1
sti	knusleri	1
frem	em	1
sår	forstår	1
retning	fletning	1
figuren	naturen	1
sang	ingengang	1
hyl	asyl	1
musikk	blikk	1
blade	glade	1
bord	for	1
morgen-sky	gry	1
øyet	bøyet	1
Rådhusplass	snurrebass	1
pris	bris	1
befester	prester	1
bindes	finnes	1
dem	frem	1
forsmektet	fornektet	1
prater	flater	1
frukter	fukter	1
redningsmann	brann	1
forfengelighet	selv	1
kuppel-løker	reisebøker	1
press	kness	1
god	mod	1
synet	himmel-brynet	1
bolk	folk	1
svøper	døper	1
klang	folkerang	1
fri	raseri	1
tilhånde	vånde	1
dvel	sjel	1
hundevær	Bikjeskjær	1
bevares	spares	1
ditt	milevidt	1
trass	Plass	1
bønn	sønn	1
vi	i	1
lag	drag	1
vrede	klede	1
berede	brede	1
mandolin	vin	1
klingen	ingen	1
væte	Lethe	1
strand	bølgehære	1
hever	vever	1
storm	form	1
båsen	åsen	1
potteskår	vår	1
kvikt	plikt	1
tross	oss	1
ferdig	verdig	1
ødelanden	annen	1
syn	bryn	1
grav	bokstav	1
på	gå	1
lender	hender	1
gatedyp	kryp	1
rede	vrede	1
hildet	forvillet	1
gjerdet	være	1
fedreland	grand	1
melde	felle	1
rått	blott	1
maten	praten	1
kvinner	synderinner	1
Enhver	nær	1
fange	lange	1
forsvares	åpenbares	1
...	minne	1
kveget	leget	1
ham	hender	1
låt	båt	1
stiller	spiller	1
kvitt	kivitt	1
krøp	løp	1
rinne	trællekvinne	1
spanter	fjanter	1
dom	bom	1
seire	beleire	1
tvinne	minne	1
stand	likedan	1
endt	hendt	1
suveren	sten	1
skatter	fatter	1
gjette	rette	1
drakt	vakt	1
vei	ei	1
tror	ord	1
kjærlighed	derved	1
hofte	ofte	1
lend	igjen	1
sporer	rokkelorer	1
aftenglød	støt	1
ett	et	1
nord	bror	1
sfærer	fjærer	1
nøttene	røttene	1
kjærlighet	ned	1
vegen	Oskoreien	1
hytter	rytter	1
snøre	røre	1
danser	panser	1
frist	list	1
liv	driv	1
port	bort	1
Magnor	sangkor	1
bøye	høye	1
krever	lever	1
slåss	oss	1
bord	stor	1
vollen	tollen	1
glid	splid	1
på	også	1
higen	krigen	1
varm	folkelarm	1
metter	amuletter	1
gå	hyttevrå	1
stad	strålebad	1
bred	ned	1
tråde	gåde	1
skjule	bule	1
stedse	kretse	1
klem	frem	1
tale	bale	1
bur	lur	1
kyse	lyse	1
lemmer	gjemmer	1
slører	ører	1
svelg	helg	1
nåde	gåde	1
fang	klang	1
venner	hender	1
noensinne	finne	1
herneden	sæden	1
forstening	mening	1
berguhyre	Dyre	1
lengsel	stengsel	1
skrud	hud	1
kongeveier	eier	1
drømme	kongedømme	1
snøen	øen	1
Skjorten	sport'n	1
ødelagt	avrustningspakt	1
vår	muregård	1
derpå	gå	1
dvergfurutopp	opp	1
vær	rær	1
sove	morgenskove	1
blott	flott	1
leir	reir	1
lo	ro	1
ikveld	bagatell	1
sekunder	blunder	1
den	men	1
kloden	floden	1
bein	smergelslipestein	1
titt	ritt	1
begrunnet	bundet	1
rødegardister	rister	1
tre	le	1
ned	fred	1
mer	ner	1
lend	menn	1
meg	vei	1
kim	rim	1
truer	buer	1
bli	fril	1
sanket	banket	1
seg	steg	1
tinde	svinne	1
stamme	flamme	1
forstemt	glemt	1
snar	bar	1
sone	trone	1
slags	laks	1
ett	lett	1
violin	vin	1
seil	feil	1
gispen	tispen	1
inn	hjernespinn	1
dale	tale	1
krus	mus	1
steder	trønder-heder	1
tanken	banken	1
derinn	trinn	1
leden	traden	1
ganger	sanger	1
bølgekammer	flammer	1
rake	tilbake	1
våte	gråte	1
gå	slå	1
vover	over	1
møye	øye	1
by	ly	1
brink	vink	1
trangt	langt	1
oppbyggelse	betryggelse	1
Gud	ud	1
viser	beviser	1
seildugshammer	rammer	1
pil	il	1
det	tente	1
ran	plan	1
tvinge	svinge	1
strand	land	1
venn	menn	1
især	nær	1
kvinner	skinner	1
skanse	lanse	1
kredense	grense	1
sammen	tamme	1
gjødes	fødes	1
favn	stavn	1
kjenner	strender	1
trenge	sprenge	1
stryker	nyker	1
stanser	bekranser	1
folket	tolket	1
sjakt	radiotrakt	1
karmer	armer	1
ille	stille	1
makt	takt	1
senkes	benkes	1
norskhetslære	være	1
forestår	går	1
tornekrans	hans	1
ild	vil	1
klang	vang	1
gale	tale	1
dans	sans	1
rødt	støtt	1
skjelver	hvelver	1
sommernatt	fingerhatt	1
bukt	fukt	1
panne	branne	1
ane	fane	1
søylerader	nomader	1
Baal	skral	1
violin	arbeidervin	1
prenter	venter	1
kvinne	forsvinne	1
gry	sky	1
dag	bygdelag	1
munne	grunne	1
fylle	forgylle	1
...	bunnen	1
skjegg	hegg	1
glad	ad	1
mæle	hedningesjele	1
skuer	buer	1
jenter	venter	1
kraft	saft	1
truer	skuer	1
sandet	vannet	1
flakse	dagligdagse	1
hverandre	vandre	1
natten	knatten	1
menn	spenn	1
sans	krans	1
på	å	1
gi	parti	1
jubelsang	klang	1
fane	humane	1
stemme	klemme	1
strålet	målet	1
bredes	spredes	1
søylegange	mange	1
kommen	verdensdommen	1
fonn	ånd	1
gjæring	tæring	1
betatt	satt	1
torden	Norden	1
nord	tror	1
fjeset	freset	1
verd	sverd	1
...	sover	1
evighet	hemlighet	1
furer	murer	1
tryller	fyller	1
stjerneblått	slott	1
gjetning	setning	1
inn	søndenvind	1
manifest	best	1
inn	min	1
vett	Nasaret	1
strålevell	bakkehell	1
kalle	hodeskalle	1
skrevet	vevet	1
fro	ro	1
prestinner	minner	1
straks	dagligdags	1
fremmes	temmes	1
blåner	håner	1
hende	kjenne	1
naturen	...	1
hell	julekveld	1
makter	fakter	1
høvedsmann	trelleland	1
velde	elde	1
mylder	forgyller	1
med	det	1
sagt	pakt	1
bjelkevegg	egg	1
parykker	stykker	1
forpakter	kontrakter	1
i	si	1
flyvebåt	gråt	1
finne	hinne	1
enhet	renhet	1
været	skjæret	1
ridder	vidder	1
din	fin	1
kanhende	vende	1
vender	hender	1
herskerinne	sinne	1
porer	meteorer	1
se	armé	1
den	venn	1
er	hjertenskjær	1
mén	sten	1
kanhende	avvende	1
yacht	slott	1
viger	stiger	1
avindsskjold	vold	1
ære	åndehære	1
attakker	bakker	1
strid	bit	1
stykker	krykker	1
stand	mann	1
vår	sår	1
leid	skrei	1
spart	forvart	1
hår	gård	1
innunder	vidunder	1
ferden	verden	1
salmer	palmer	1
blå	grå	1
kun	stund	1
fare	åpenbare	1
kimærer	blærer	1
Galilea	Arimathea	1
fått	rikmannslott	1
veld	fjell	1
beveges	preges	1
ly	gledesgny	1
evighetsverker	bjerker	1
morgenstund	pund	1
lider	glider	1
pike	riket	1
lær	er	1
vår	forgår	1
hat	parat	1
minner	binder	1
ting	måkeving	1
dukkes	slukkes	1
ramme	Amen	1
klang	tonetrang	1
månegull	full	1
klo	to	1
gass	plass	1
arv	marv	1
Teruel	selv	1
bue	lue	1
Korint	labyrint	1
kverner	fjerner	1
gjører	forfører	1
veier	meier	1
hull	ull	1
med	led	1
streikebryter	nyter	1
dans	hans	1
blomsterbakker	vakker	1
blomstersyn	bryn	1
frukt	produkt	1
paddekvekket	knekket	1
det	ved	1
lagt	jakt	1
fadeser	bleser	1
embedsmenn	svenn	1
gjester	korsfester	1
smykket	trykket	1
nordvesten	resten	1
brått	fyrsteslott	1
trykke	smykke	1
forsvunnen	lunden	1
henger	gatedrenger	1
lemmer	fremmer	1
tøy	støy	1
bønn	seierslønn	1
fortæret	næret	1
harme	arme	1
den	hen	1
oppgangen	sangen	1
ild	sommermild	1
instrumenter	henter	1
stimulanser	stanser	1
trett	hvileplett	1
trelle	felle	1
snor	ord	1
sitt	mitt	1
visst	Krist	1
silde	ville	1
naturen	luren	1
grav	av	1
år	tiggerkår	1
om	dom	1
sjal	gal	1
kvege	lege	1
lenger	flenger	1
rom	bom	1
draperier	melodier	1
skinn	spinn	1
vidunder	stunder	1
ve	se	1
tenke	skjenke	1
tid	tale	1
Storedragen	dagen	1
gutter	kutter	1
sender	strender	1
sang	tang	1
liene	stiene	1
behendig	nødvendig	1
vann	land	1
sjel	vell	1
leven	neven	1
sommeruke	luke	1
farer	snarer	1
glød	død	1
gru	ennu	1
gjel	hel	1
skrek	lek	1
steiler	negler	1
lise	prise	1
matadorer	rokkelorer	1
barneøye	høye	1
lekesaker	vraker	1
tap	gap	1
kreditt	tritt	1
hunde	kunne	1
mannedåd	råd	1
munn	stund	1
ikke	skikke	1
bruk	buk	1
lise	vise	1
skyer	fornyer	1
rinne	minne	1
verk	sterk	1
Regine	hine	1
skritt	mitt	1
felle	bjelle	1
gnis	bris	1
hodebry	fiskerby	1
kjeften	teften	1
full	tull	1
velger	selger	1
himmelranden	stranden	1
vann	brann	1
sverte	hjerte	1
skjegg	egg	1
fattigkassen	murstensmassen	1
nåde	våde	1
drakt	prakt	1
syner	lyner	1
kragen	dagen	1
favn	gavn	1
lykter	flykter	1
folke-grunn	kjernesunn	1
summer	brummer	1
jog	skog	1
roser	oser	1
gror	bord	1
fjell	sommerkveld	1
piker	riker	1
flagg	plagg	1
fraser	laser	1
kleber	leber	1
lut	sut	1
kyst	moder-bryst	1
anker	tanker	1
eiet	pleiet	1
se	vred	1
fjelle	elde	1
kveger	beger	1
hørte	rørte	1
grøde	føde	1
røs	fjøs	1
skar	var	1
strender	brenner	1
ed	led	1
finne	inne	1
mor	spor	1
riste	kviste	1
spar	januar	1
kime	time	1
turen	guttenaturen	1
hundeglam	ham	1
regnebrett	plett	1
heng	dreng	1
høre	øre	1
gnister	frister	1
dekket	knekket	1
ord	beror	1
svinge	klinge	1
står	kår	1
sprang	sang	1
brød	Brød	1
hvelve	skjelve	1
gjort	sort	1
stranden	selvannen	1
vet	ubønnhørlighet	1
ferjemannshyre	Dyre	1
hall	metall	1
hernord	jord	1
favn	navn	1
ly	sky	1
tonerekke	dekke	1
beder	leder	1
nypegren	sten	1
skulder	bulder	1
fisk	grisk	1
hvin	fin	1
trua	stua	1
mann	ørkensand	1
sanser	skanser	1
sol-stråle-foss	oss	1
følges	bølges	1
meg	ei	1
kjempe-kull	gull	1
lød	brød	1
ryktet	flyktet	1
sa	a	1
dammer	rammer	1
gikten	den	1
underfull	gull	1
klode	hode	1
snøfter	løfter	1
hjertelag	tordenslag	1
strammer	hammer	1
igjen	menn	1
kull	gull	1
vegge	legge	1
mystikk	blikk	1
lenger	trenger	1
brus	sus	1
gås	kås	1
kanhende	kjenne	1
askebeger	teger	1
hei	ei	1
Kariskjær	her	1
lo	evighetsro	1
syrerslaget	dage	1
kvast	øyekast	1
hete	Lethe	1
tilkjenne	hende	1
varme	harme	1
skjønn	sønn	1
bunn	lund	1
tinder	rinner	1
lake	tilbake	1
stemt	glemt	1
hår	skår	1
øst	røst	1
prat	lat	1
tømte	rømte	1
brutt	minutt	1
sange	lange	1
mange	lange	1
den	appetitten	1
tuppen	suppen	1
miner	ruiner	1
klokkeslett	sett	1
nød	forbrød	1
levet	fordrevet	1
gjemt	bestemt	1
englemunn	stund	1
hang	lang	1
forbi	si	1
eventyrslottet	brottet	1
ikke	strikke	1
lugg	hugg	1
senker	krenker	1
brønn	sønn	1
plikt	slikt	1
bevart	åpenbart	1
dager	klager	1
krans	's	1
øyekast	fast	1
krenket	senket	1
nu	du	1
spor	kongestor	1
stenger	henger	1
tingen	øyelågsvingen	1
er	især	1
våbengny	ny	1
fly	sky	1
vilde	spille	1
skodden	lodden	1
sved	fred	1
våker	tåker	1
raseri	forbi	1
legg	hegg	1
klinger	lansesvinger	1
centnervekt	slekt	1
satte	skratte	1
blod	overflod	1
en	lend	1
mett	rett	1
brisk	pisk	1
roser	loser	1
blomstersneen	breen	1
så	lå	1
sprenger	henger	1
fatte	matte	1
seiersgildet	spillet	1
svare	bare	1
siden	Fagerlien	1
gror	alterbord	1
sikker	skikker	1
få	stå	1
kjøre	gjøre	1
barnemunn	grunn	1
søndenvinde	minne	1
nelde	velde	1
palasser	terrasser	1
stirrer	dirrer	1
skogen	sår	1
skille	stille	1
Kronen	tronen	1
signal	kanal	1
skjønt	grønt	1
smykke	tykke	1
klokker	flokker	1
hav-brynet	synet	1
når	gård	1
dans	's	1
dårer	tårer	1
svart	fart	1
nå	gå	1
klokkeklemt	glemt	1
skjelver	elver	1
marmordrakt	prakt	1
lemmer	stemmer	1
snur	mur	1
svinner	skinner	1
bøye	Evighøye	1
fatter	hatter	1
ørk	mørk	1
fyr	dyr	1
om	helligdom	1
brave	have	1
tåke	åket	1
slått	godt	1
brede	lede	1
befester	mester	1
tempelhall	skal	1
jeg	nei	1
gården	våren	1
grunner	munner	1
jeg	vei	1
lav	murstensgrav	1
Cheval	skral	1
tenner	vender	1
nakken	jakken	1
døde	bløde	1
taler	portaler	1
vunne	svunne	1
verge	berge	1
stammer	rammer	1
dem	fem	1
havet	kravet	1
gang	vang	1
...	flukt	1
draker	saker	1
hjerne	kjerne	1
tidt	skritt	1
natt	ratt	1
